hotel_name,street,city,state,country,zip,class,price,num_reviews,nr_norm,CLEANLINESS,ROOM,SERVICE,LOCATION,VALUE,overall_ratingsource
alexander inn,415 o'farrell street,san francisco,ca,USA,94102,-1,-1,8,8,2.3333333333,1.6666666667,2,3.3333333333,1.6666666667,2.2
star motel,1727 lombard street,san francisco,ca,USA,94123,2,225,10,13,4,3.5,4,4.25,3.75,3.9
spaulding hotel,240 o' farrell st,san francisco,ca,USA,94102,-1,-1,-1,-1,2.6206896552,2.5172413793,2.5517241379,3.9310344828,2.724137931,2.8689655172
great highway motor inn,1234 great highway,san francisco,ca,USA,94122,2,139,15,14,3.5,3.625,3.25,4,3.5,3.575
presidio inn suites,2361 lombard street,san francisco,ca,USA,94123,2,178,31,12,2.4117647059,2.3529411765,2.5294117647,3.5882352941,2.4117647059,2.6588235294
san francisco days inn downtown civic center area,465 grove street,san francisco,ca,USA,94102,2,171.5,19,14,3.375,3.375,3,3.375,3.375,3.3
country hearth inn san francisco,2707 lombard street,san francisco,ca,USA,94123,-1,-1,4,4,3,2,2.25,2.75,2,2.4
renoir hotel,45 mcallister street,san francisco,ca,USA,94102,4,234,180,14,2.7901234568,2.3333333333,3.1111111111,2.3827160494,2.5679012346,2.637037037
taylor hotel,615 taylor street,san francisco,ca,USA,94102,-1,152.33,38,8,2.4,2.3,2.2,3.4,2.7,2.6
olympic hotel,140 mason street,san francisco,ca,USA,94102,-1,-1,32,10,2.5,2.5,3,3.5,3,2.9
americas best value inn suites soma,10 hallam street,san francisco,ca,USA,94103,-1,-1,14,15,2.75,2.8333333333,2.6666666667,3.0833333333,3.1666666667,2.9
alpha inn and suites san francisco,2505 lombard street,san francisco,ca,USA,94123,-1,-1,24,11,2.3571428571,2.5714285714,2.7857142857,3.4285714286,2.5,2.7285714286
sonoma inn,1485 bush street,san francisco,ca,USA,94109,-1,-1,7,7,2.5,2.5,3.5,3.5,3,3
economy inn presidio,1 richardson avenue,san francisco,ca,USA,94123,-1,-1,3,3,2.6666666667,3,2,2,2,2.3333333333
twin peaks hotel,2160 market st,san francisco,ca,USA,94114,2,110,5,5,3.6666666667,3,4.3333333333,4.6666666667,4.6666666667,4.0666666667
america s best inn san francisco,2850 van ness avenue,san francisco,ca,USA,94109,-1,-1,22,10,2.5,2.3571428571,2.5714285714,4.1428571429,3.3571428571,2.9857142857
ram s hotel,80 9th street,san francisco,ca,USA,94103,2,115.5,2,2,1,1,1,1,1,1
days inn san francisco at the beach,2600 sloat boulevard,san francisco,ca,USA,94116,2,138,16,13,2.8571428571,3,2.2857142857,3.4285714286,2.5714285714,2.8285714286
ansonia abby hotel,711 post st.,san francisco,ca,USA,94109,-1,-1,13,9,1,1,1,1,1,1
surf motel,2265 lombard st.,san francisco,ca,USA,94123,2,127,13,14,2.6,2.2,2.4,3.6,2.8,2.72
encore express hotel,1353 bush street,san francisco,ca,USA,94109,2,126.25,20,14,2.7222222222,2.5555555556,2.3333333333,2.8888888889,2.9444444444,2.6888888889
roberts at the beach motel,2828 sloat blvd.,san francisco,ca,USA,94116,4,-1,17,14,2.3333333333,2,2.1666666667,4,2.3333333333,2.5666666667
super 8 san francisco fisherman s wharf,2440 lombard street,san francisco,ca,USA,94123,-1,-1,25,9,3.0625,2.5,1.75,2.875,2.1875,2.475
mission inn,5630 mission street,san francisco,ca,USA,94112,2,110,20,14,2,2.0833333333,2.3333333333,2.4166666667,2.1666666667,2.2
harcourt hotel,1105 larkin st,san francisco,ca,USA,94109,1,-1,5,5,2.5,2,3,3,3,2.7
rodeway inn civic center,860 eddy street,san francisco,ca,USA,94109,2,122,27,13,2.3888888889,2.2222222222,2,2.5,2.1111111111,2.2444444444
ramada limited san francisco,1940 lombard street,san francisco,ca,USA,94123,2,180,35,8,2.375,2.1875,2.1875,3.1875,2,2.3875
the embassy hotel,610 polk street,san francisco,ca,USA,94109,3,185,32,9,2.3333333333,2.0666666667,2.4666666667,1.8666666667,2.1333333333,2.1733333333
abigail hotel,246 mcallister street,san francisco,ca,USA,94102,2,-1,31,15,2.3,2.05,2.6,3.05,2.7,2.54
bayside inn at the wharf pacific hotels,1201 columbus ave,san francisco,ca,USA,94133,2,161,31,10,2.6153846154,2.4615384615,2.6153846154,4.5384615385,3,3.0461538462
aida hotel,1087 market street,san francisco,ca,USA,94103,1,111,22,10,2.1176470588,1.8235294118,2.3529411765,2.4117647059,1.9411764706,2.1294117647
carl hotel,198 carl st,san francisco,ca,USA,94117,1,-1,12,13,3.5,2.75,3.25,4,3.5,3.4
americas best value inn suites union square,505 o'farrell street,san francisco,ca,USA,94102,2,81.75,6,6,2.6666666667,2.6666666667,3,2.6666666667,2.6666666667,2.7333333333
mithila,972 sutter street,san francisco,ca,USA,94109,2,92,66,8,2.0909090909,1.8181818182,2.0909090909,3.1818181818,2.2121212121,2.2787878788
pontiac hotel,509 minna street,san francisco,ca,USA,94103,1,134.2,6,6,2.2,2.4,2.4,2.2,2.6,2.36
travelodge central san francisco hotel,1707 market street,san francisco,ca,USA,94103,2,117.2,107,15,2.5161290323,2.1451612903,2.3064516129,3.1774193548,2.4516129032,2.5193548387
oasis inn,900 franklin street,san francisco,ca,USA,94109,2,157,16,13,2.4444444444,2.3333333333,2.3333333333,2.6666666667,2.6666666667,2.4888888889
knights inn downtown san francisco,240 & 259 7th street,san francisco,ca,USA,94103,-1,-1,46,11,1.8214285714,1.6071428571,1.6428571429,2.2142857143,2,1.8571428571
aldrich hotel,439 jones st,san francisco,ca,USA,94102,2,87.6,3,3,1,1,1.6666666667,1.3333333333,1,1.2
heritage marina hotel,2550 van ness avenue,san francisco,ca,USA,94109,-1,-1,203,15,1.3739837398,1.325203252,1.7804878049,3.2601626016,1.6585365854,1.8796747967
verona,317 leavenworth street,san francisco,ca,USA,94102,2,-1,21,8,1.6428571429,1.5,2.1428571429,1.8571428571,1.9285714286,1.8142857143
beach motel,4211 judah st,san francisco,ca,USA,94122,2,139,10,15,1.8,1.6,1.4,2,1.4,1.64
civic center inn,790 ellis st.,san francisco,ca,USA,94109,2,137.75,15,12,1,1,2,2.1666666667,1,1.4333333333
inn new york city,266 west 71st st.,new york city,ny,USA,10023,-1,-1,98,11,4.9848484848,4.9393939394,4.9696969697,4.8939393939,4.7575757576,4.9090909091
casablanca hotel,147 west 43rd street,new york city,ny,USA,10036,4,251,330,11,4.7342192691,4.2159468439,4.7674418605,4.8405315615,4.3820598007,4.5880398671
library hotel,299 madison avenue,new york city,ny,USA,10017,4,260,341,13,4.8970099668,4.4916943522,4.7873754153,4.8073089701,4.3754152824,4.6717607973
new york palace hotel,455 madison ave,new york city,ny,USA,10022,5,344,345,14,4.803986711,4.6478405316,4.6511627907,4.8604651163,4.3455149502,4.6617940199
the french quarters guest apartments,346 w. 46th street,new york city,ny,USA,10036,3,187,33,8,4.8965517241,4.724137931,4.6896551724,4.7931034483,4.6551724138,4.7517241379
sofitel new york,45 west 44th street,new york city,ny,USA,10036,4,203,328,10,4.7641196013,4.6079734219,4.5448504983,4.8471760797,4.2657807309,4.6059800664
hotel giraffe,365 park ave s,new york city,ny,USA,10016,4,262,348,14,4.8372093023,4.6179401993,4.5980066445,4.511627907,4.2990033223,4.5727574751
hotel elysee,60 east 54th street,new york city,ny,USA,10022,4,237,372,15,4.7111111111,4.4851851852,4.6259259259,4.7925925926,4.3888888889,4.6007407407
the ritz carlton new york central park,50 central park south,new york city,ny,USA,10019,5,675,152,9,4.8292682927,4.6829268293,4.5975609756,4.9146341463,4.1463414634,4.6341463415
residence inn by marriott times square new york,1033 avenue of the americas,new york city,ny,USA,10018,-1,-1,388,14,4.6421404682,4.525083612,4.381270903,4.7257525084,4.397993311,4.5344481605
affinia dumont,150 east 34th street,new york city,ny,USA,10016,-1,-1,345,10,4.4850498339,4.4850498339,4.4119601329,4.6478405316,4.3521594684,4.4764119601
chelsea pines inn,317 west 14th street,new york city,ny,USA,10014,3,214,205,11,4.4472049689,4.1677018634,4.5465838509,4.850931677,4.3664596273,4.4757763975
the hampton inn times square north,851 eighth avenue @ 51st street,new york city,ny,USA,10019,3,141,332,15,4.5880398671,4.4352159468,4.5681063123,4.7873754153,4.4418604651,4.5641196013
hilton garden inn times square,790 eighth avenue,new york city,ny,USA,10019,-1,-1,334,13,4.6046511628,4.3920265781,4.4784053156,4.7840531561,4.365448505,4.5249169435
the lucerne hotel,201 west 79th street,new york city,ny,USA,10024,3,222,347,13,4.6,4.2882352941,4.4411764706,4.6411764706,4.2117647059,4.4364705882
courtyard new york manhattan midtown east,866 third avenue,new york city,ny,USA,10022,3,149,349,13,4.6666666667,4.5444444444,4.4888888889,4.6074074074,4.3444444444,4.5303703704
hilton garden inn new york west 35th,63 west 35th street ,new york city,ny,USA,10001,3,197,221,14,4.8058252427,4.3203883495,4.3009708738,4.8203883495,4.4223300971,4.5339805825
the michelangelo hotel,152 west 51st street,new york city,ny,USA,10019,4,197,455,8,4.6639004149,4.5809128631,4.468879668,4.8423236515,4.2987551867,4.5709543568
wyndham garden hotel times square south,341 w 36th street,new york city,ny,USA,10018,3,156,237,10,4.7702702703,4.1531531532,4.463963964,4.2072072072,4.527027027,4.4243243243
the bryant park,40 west 40th street,new york city,ny,USA,10018,-1,-1,332,8,4.7316017316,4.4848484848,4.4069264069,4.8008658009,4.0692640693,4.4987012987
affinia gardens,215 east 64th street,new york city,ny,USA,10021,3,314,209,12,4.5512820513,4.5064102564,4.5448717949,4.608974359,4.3333333333,4.508974359
the mercer hotel,147 mercer st,new york city,ny,USA,10012,4,528,84,9,4.8461538462,4.6923076923,4.7307692308,4.9615384615,4.1346153846,4.6730769231
kitano new york,66 park avenue,new york city,ny,USA,10016,4,253,168,13,4.7272727273,4.4636363636,4.3727272727,4.5727272727,4.0363636364,4.4345454545
hilton garden inn chelsea,121 west 28th street,new york city,ny,USA,10001,3,159,177,15,4.6496815287,4.3694267516,4.3949044586,4.2356687898,4.2802547771,4.3859872611
comfort inn midtown,129 west 46th street,new york city,ny,USA,10036,4,122,494,13,4.4843049327,4.0941704036,4.3452914798,4.8609865471,4.4080717489,4.4385650224
trump international hotel and tower,1 central park west,new york city,ny,USA,10023,5,562,146,13,4.7926829268,4.3170731707,4.5731707317,4.7926829268,3.9390243902,4.4829268293
hotel chandler,12 east 31st street,new york city,ny,USA,10016,4,-1,337,13,4.5355648536,4.1757322176,4.4142259414,4.4560669456,4.2468619247,4.3656903766
the st regis hotel new york,two east 55th street  at fifth avenue,new york city,ny,USA,10022,5,-1,121,8,4.7534246575,4.6438356164,4.6164383562,4.8493150685,3.9315068493,4.5589041096
smyth hotel a thompson hotel,85 west broadway,new york city,ny,USA,10007,4,249,57,14,4.7962962963,4.5,4.537037037,4.6851851852,4.462962963,4.5962962963
the bowery hotel,335 bowery,new york city,ny,USA,10003,4,345,101,12,4.8045977011,4.7816091954,4.6666666667,4.632183908,4.2873563218,4.6344827586
the blakely new york,136 west 55th street,new york city,ny,USA,10019,4,215,238,13,4.6849315068,4.5,4.404109589,4.7945205479,4.3287671233,4.5424657534
mandarin oriental new york,80 columbus circle at 60th st,new york city,ny,USA,10023,5,795,195,14,4.7037037037,4.6111111111,4.4259259259,4.712962963,3.787037037,4.4481481481
doubletree guest suites times square,1568 broadway,new york city,ny,USA,10036,4,200,350,10,4.3056478405,4.2591362126,4.1594684385,4.8006644518,4.0033222591,4.3056478405
san carlos hotel,150 east 50th street,new york city,ny,USA,10022,4,263,235,14,4.6,4.45,4.5928571429,4.5785714286,4.3,4.5042857143
affinia 50,155 east 50th street,new york city,ny,USA,10022,3,138,336,13,4.4186046512,4.3588039867,4.511627907,4.6245847176,4.2890365449,4.4405315615
blue moon hotel,100 orchard st,new york city,ny,USA,10002,3,204,178,9,4.6621621622,4.5472972973,4.6418918919,4.4256756757,4.2094594595,4.4972972973
the muse hotel new york a kimpton hotel,130 west 46th street,new york city,ny,USA,10036,4,212,431,15,4.4459459459,4.3738738739,4.3153153153,4.7117117117,3.9684684685,4.3630630631
hampton inn madison square garden,116 west 31st street,new york city,ny,USA,10001,3,110,152,15,4.5585585586,4.018018018,4.5405405405,4.6126126126,4.4234234234,4.4306306306
the iroquois,49 w 44th st,new york city,ny,USA,10036,4,169,364,10,4.6292134831,4.2546816479,4.393258427,4.7453183521,4.1348314607,4.4314606742
best western bowery hanbee hotel,231 grand street,new york city,ny,USA,10013,3,169,106,15,4.6597938144,4.4020618557,4.3092783505,4.3917525773,4.5463917526,4.4618556701
morgans hotel,237 madison ave,new york city,ny,USA,10016,9,-1,91,11,4.4705882353,4.1764705882,4.4235294118,4.4588235294,4.1176470588,4.3294117647
embassy suites hotel new york city,102 north end avenue,new york city,ny,USA,10281,-1,-1,580,9,4.5083056478,4.4252491694,4.2990033223,3.9169435216,4.1993355482,4.2697674419
hotel beacon,2130 broadway at 75th street,new york city,ny,USA,10023,3,247,467,9,4.3231441048,4.1965065502,3.9519650655,4.5633187773,4.2096069869,4.2489082969
the marmara manhattan luxury hotel residence,301 east 94th street,new york city,ny,USA,10128,-1,-1,52,10,4.5957446809,4.4255319149,4.1914893617,3.6382978723,4.2340425532,4.2170212766
the london nyc,151 west 54th street,new york city,ny,USA,10019,4,200,282,8,4.5737704918,4.4672131148,4.118852459,4.6639344262,4.0040983607,4.3655737705
salisbury hotel,123 west 57th street,new york city,ny,USA,10019,3,144,329,15,4.3222591362,4.0465116279,4.0431893688,4.803986711,4.3521594684,4.3136212625
peninsula new york,700 fifth avenue at 55th street,new york city,ny,USA,10019,5,695,99,9,4.6666666667,4.2962962963,4.4259259259,4.8148148148,3.5925925926,4.3592592593
best western hospitality house,145 east 49th street,new york city,ny,USA,10017,3,226,172,12,4.1634615385,4.3076923077,4.1538461538,4.6442307692,4.375,4.3288461538
gild hall,15 gold street  entrance on platt,new york city,ny,USA,10038,4,179,115,8,4.7171717172,4.2929292929,4.5151515152,3.8383838384,4.4141414141,4.3555555556
renaissance new york hotel times square,two times square,new york city,ny,USA,10036,4,178,350,12,4.5106382979,4.420212766,4.2553191489,4.8457446809,3.9521276596,4.3968085106
the hotel at times square,59 west 46th street,new york city,ny,USA,10036,3,108,204,13,4.4734042553,4.1595744681,3.9946808511,4.8085106383,4.3989361702,4.3670212766
ritz carlton battery park,2 west street,new york city,ny,USA,10004,-1,-1,258,13,4.5259259259,4.2888888889,4.3185185185,4.1037037037,3.8962962963,4.2266666667
new york marriott marquis,1535 broadway,new york city,ny,USA,10036,4,220,349,11,4.3455149502,4.2491694352,4.0830564784,4.8106312292,3.7375415282,4.2451827243
hotel 41 at times square,206 w 41st st,new york city,ny,USA,10036,-1,-1,383,14,4.5080213904,3.8128342246,4.5721925134,4.8128342246,4.2406417112,4.3893048128
hampton inn manhattan soho,54 watts street,new york city,ny,USA,10013,3,125,103,14,4.4468085106,4.1808510638,4.2553191489,4.4042553191,4.5638297872,4.370212766
hotel mela,120 west 44th street,new york city,ny,USA,10036,4,212,353,15,4.6378737542,4.1029900332,4.4817275748,4.7541528239,4.1993355482,4.4352159468
chelsea lodge,318 west 20th street,new york city,ny,USA,10011,3,-1,266,13,4.4941860465,3.8488372093,3.9127906977,4.6511627907,4.5697674419,4.2953488372
hampton inn 35th st empire state building,59 west 35th street,new york city,ny,USA,10001,3,122,75,11,4.578125,4.15625,4.234375,4.578125,4.5,4.409375
room mate grace,125 west 45 street,new york city,ny,USA,10036,3,177.25,472,8,4.4119601329,3.9734219269,4.1096345515,4.6943521595,4.073089701,4.2524916944
courtyard by marriott new york manhattan times square south,114 west 40th street,new york city,ny,USA,10018,-1,-1,267,8,4.4166666667,4.2111111111,4.3277777778,4.7277777778,4.2277777778,4.3822222222
the pod hotel,230 e 51st st,new york city,ny,USA,10022,-1,-1,331,8,4.4219269103,3.7873754153,3.8604651163,4.4916943522,4.1362126246,4.1395348837
warwick new york hotel,65 west 54th street,new york city,ny,USA,10019,4,198.5,390,14,4.28125,4.046875,4.0625,4.7552083333,3.9583333333,4.2208333333
the new york helmsley,212 e 42nd st,new york city,ny,USA,10017,3,247.5,350,15,4.2358803987,4.0265780731,4.0764119601,4.584717608,4.0132890365,4.1873754153
affinia shelburne,303 lexington avenue,new york city,ny,USA,10016,4,149,485,11,4.3156146179,4.1627906977,4.0863787375,4.4086378738,4.1727574751,4.2292358804
fitzpatrick grand central hotel,141 east 44th street,new york city,ny,USA,10017,3,168,261,15,4.6134969325,4.3312883436,4.1165644172,4.6993865031,4.0858895706,4.3693251534
the kimberly hotel,145 east 50th street,new york city,ny,USA,10022,4,352.25,220,9,4.3611111111,4.25,4.4259259259,4.7037037037,4.2777777778,4.4037037037
millenium hilton,55 church street,new york city,ny,USA,10007,4,194.5,353,10,4.5913621262,4.4916943522,4.1328903654,4.0930232558,4.1063122924,4.2830564784
four points by sheraton manhattan soho village,66 charlton street,new york city,ny,USA,10014,3,118,71,13,4.4769230769,3.9384615385,4.2769230769,4.3076923077,4.1230769231,4.2246153846
the belvedere,319 west 48th street,new york city,ny,USA,10036,3,110.5,348,12,4.342192691,3.926910299,4.073089701,4.6544850498,4.0764119601,4.2146179402
wingate by wyndham manhattan midtown,235 west 35th street,new york city,ny,USA,10001,3,125,263,11,4.5565217391,4.3434782609,4.1304347826,4.3608695652,4.1608695652,4.3104347826
the new yorker hotel,481 eighth ave,new york city,ny,USA,10001,3,129,340,15,4.2990033223,3.7408637874,3.877076412,4.6810631229,3.9634551495,4.1122923588
hampton inn manhattan chelsea,108 west 24th street,new york city,ny,USA,10011,3,118,183,13,4.3949579832,4.1008403361,4.3109243697,4.3361344538,4.2100840336,4.2705882353
hotel metro,45 w 35th st,new york city,ny,USA,10001,3,144.6,358,11,4.3455149502,3.9136212625,4.0431893688,4.6677740864,4.1295681063,4.2199335548
hampton inn new york seaport financial district,320 pearl st.,new york city,ny,USA,10038,3,110,84,14,4.5972222222,4.3333333333,4.5138888889,4.2638888889,4.2777777778,4.3972222222
hilton times square,234 west 42nd street,new york city,ny,USA,10036,4,144,528,8,4.3984962406,4.3233082707,3.9962406015,4.7368421053,3.7744360902,4.2458646617
affinia manhattan,371 seventh ave,new york city,ny,USA,10001,-1,-1,328,10,4.1262458472,3.9202657807,4.196013289,4.6777408638,4.0066445183,4.1853820598
eastgate tower,222 east 39th street,new york city,ny,USA,10016,1,-1,373,15,4.0076335878,3.8893129771,4.0992366412,4.1679389313,4.2633587786,4.0854961832
hotel newton,2528 broadway,new york city,ny,USA,10025,2,183,355,11,4.3850574713,3.9195402299,3.9482758621,4.1724137931,4.2413793103,4.1333333333
the benjamin,125 east 50th street,new york city,ny,USA,10022,4,206.2,402,8,4.5023474178,4.2394366197,4.3192488263,4.558685446,3.9718309859,4.3183098592
rockefeller center hotel,25 west 51st st.,new york city,ny,USA,10019,-1,-1,74,14,4.2903225806,4.0161290323,3.8548387097,4.8064516129,4.1129032258,4.2161290323
royalton hotel new york city,44 west 44th street,new york city,ny,USA,10036,4,170,151,11,4.6102941176,4.1911764706,4.1544117647,4.6838235294,3.8529411765,4.2985294118
jumeirah essex house,160 central park south,new york city,ny,USA,10019,5,474,282,8,4.3058823529,4.1117647059,3.9823529412,4.8,3.6294117647,4.1658823529
four seasons hotel new york,57 east 57th street,new york city,ny,USA,10022,5,995,122,9,4.6428571429,4.4428571429,4.2142857143,4.7,3.7285714286,4.3457142857
omni berkshire place,21 e 52nd st,new york city,ny,USA,10022,4,205.5,338,11,4.5639810427,4.2037914692,4.2464454976,4.6966824645,4.0236966825,4.3469194313
ink48 a kimpton hotel,653 11th avenue at 48th,new york city,ny,USA,10036,4,199,46,14,4.7674418605,4.4186046512,4.6279069767,3.5581395349,4.1162790698,4.2976744186
courtyard by marriott new york manhattan upper east side,410 east 92nd street,new york city,ny,USA,10128,3,115,92,8,4.5176470588,4.0588235294,4.2235294118,3.4941176471,4.0705882353,4.0729411765
fairfield inn new york manhattan times square south,330 west 40th street,new york city,ny,USA,10018,3,220,53,14,4.7391304348,4.1304347826,4.2608695652,4,4.5652173913,4.3391304348
the sherry netherland hotel,781 fifth avenue,new york city,ny,USA,10022,4,359,24,10,4.7272727273,4.7272727273,4.4545454545,4.9090909091,4.4545454545,4.6545454545
millennium un plaza hotel,one united nations plaza,new york city,ny,USA,10017,4,178,526,14,3.9700996678,3.9833887043,3.9966777409,4.1794019934,3.9966777409,4.0252491694
new york marriott downtown,85 west street,new york city,ny,USA,10006,4,195,214,10,4.338028169,4.2464788732,4.0774647887,3.9295774648,4.014084507,4.1211267606
the westin new york at times square,270 west 43rd street,new york city,ny,USA,10036,4,179,337,9,4.3156146179,4.146179402,3.9136212625,4.6079734219,3.7242524917,4.1415282392
fitzpatrick manhattan,687 lexington avenue,new york city,ny,USA,10022,4,188,121,11,4.4225352113,4.2253521127,4.1971830986,4.6056338028,4.0281690141,4.2957746479
roger williams hotel,131 madison avenue,new york city,ny,USA,10016,4,169,267,9,4.5496688742,3.940397351,4.3841059603,4.357615894,3.8344370861,4.2132450331
lowell hotel,28 east 63rd street,new york city,ny,USA,10021,5,563.5,37,8,4.5454545455,4.5,4.4090909091,4.5909090909,3.8636363636,4.3818181818
the plaza,5th ave at 59th street,new york city,ny,USA,10019,5,531,77,10,4.4428571429,4.1428571429,4.0857142857,4.7857142857,3.3857142857,4.1685714286
hotel 373,373 fifth avenue,new york city,ny,USA,10001,3,128,141,15,4.5737704918,3.8606557377,4.0737704918,4.6967213115,3.9426229508,4.2295081967
crowne plaza times square manhattan,1605 broadway,new york city,ny,USA,10019,4,115.8,351,8,4.2458471761,3.9800664452,3.6877076412,4.7275747508,3.4784053156,4.0239202658
the alex hotel,205 east 45th street,new york city,ny,USA,10017,1,-1,231,13,4.393442623,4.0819672131,4.1557377049,4.1147540984,3.8770491803,4.1245901639
wall street inn,9 south william street,new york city,ny,USA,10004,3,218.2,59,11,4.5945945946,4.3783783784,3.4594594595,3.7837837838,4,4.0432432432
w new york times square,1567 broadway at 47th st,new york city,ny,USA,10036,4,210.5,454,10,4.0622710623,3.7765567766,3.8754578755,4.6043956044,3.4029304029,3.9443223443
club quarters rockefeller center,25 west 51st street,new york city,ny,USA,10019,3,152,98,15,4.4666666667,4,3.9333333333,4.8133333333,4.12,4.2666666667
414 hotel,414 w 46th st,new york city,ny,USA,10036,3,218,187,12,4.0731707317,3.987804878,3.9146341463,4.6463414634,4.2682926829,4.1780487805
hotel 17,225 east 17th street,new york city,ny,USA,10003,2,-1,349,12,4.0494505495,3.467032967,3.6043956044,4.4450549451,4.2197802198,3.9571428571
the herald square hotel,19 west 31st street,new york city,ny,USA,10001,-1,-1,375,12,4.281512605,3.9159663866,3.768907563,4.5378151261,4.1638655462,4.1336134454
the surrey,20 e. 76th street,new york city,ny,USA,10021,5,523,48,13,3.8787878788,3.7272727273,4.0606060606,4.6363636364,3.8181818182,4.0242424242
novotel new york times square,226 w. 52nd st.,new york city,ny,USA,10019,4,144.5,351,10,3.976744186,3.634551495,3.8106312292,4.8172757475,3.8106312292,4.0099667774
park south hotel,122 east 28th street,new york city,ny,USA,10016,4,179,273,11,4.238410596,3.6556291391,3.7350993377,4.0993377483,3.9536423841,3.9364238411
the franklin,164 e 87th st,new york city,ny,USA,10128,3,179,74,14,4.7105263158,3.7894736842,4.4736842105,4.0526315789,4,4.2052631579
millennium hotel broadway,145 w 44th street,new york city,ny,USA,10036,4,159,352,10,3.8372093023,3.6910299003,3.6312292359,4.7740863787,3.7641196013,3.9395348837
greenwich hotel,377 greenwich st.,new york city,ny,USA,10013,5,625,21,10,4.6842105263,4.2105263158,4.4210526316,4.4736842105,3.3684210526,4.2315789474
hilton garden inn tribeca,6 york st,new york city,ny,USA,10013,3,118,43,14,4.487804878,3.9512195122,3.9024390244,4.1951219512,3.7804878049,4.0634146341
the waldorf astoria,301 park avenue,new york city,ny,USA,10022,5,-1,345,9,4.1694352159,3.7109634551,4.0465116279,4.5980066445,3.5348837209,4.0119601329
red roof inn manhattan,6 west 32nd street,new york city,ny,USA,10001,3,122.5,565,8,4.268707483,4.0510204082,3.7925170068,4.6292517007,4.1496598639,4.1782312925
70 park avenue hotel a kimpton hotel,70 park avenue,new york city,ny,USA,10016,4,179,273,13,4.335078534,3.9162303665,4.2094240838,4.4869109948,3.890052356,4.167539267
holiday inn nyc manhattan 6th avenue,125 west 26th street,new york city,ny,USA,10001,-1,-1,108,12,4.4257425743,3.6237623762,4.099009901,4.2178217822,4.0099009901,4.0752475248
tribeca grand hotel,2 avenue of the americas,new york city,ny,USA,10013,-1,-1,236,11,4.2803030303,4.0378787879,4.196969697,4.3787878788,3.6818181818,4.1151515152
holiday inn express nyc madison square garden,232 west 29th street,new york city,ny,USA,10001,3,119,240,14,4.3921568627,3.818627451,4.0539215686,4.3774509804,4.1519607843,4.1588235294
ace hotel nyc,20 west 29th street,new york city,ny,USA,10001,4,169,53,14,4.306122449,4.0204081633,4.1836734694,3.9591836735,4.0612244898,4.106122449
the carlton,88 madison avenue,new york city,ny,USA,10016,-1,-1,374,8,4.2625698324,3.8156424581,3.8156424581,4.2234636872,3.7150837989,3.9664804469
the gem hotel soho,135 east houston street,new york city,ny,USA,10002,-1,-1,38,10,4.6363636364,3.9393939394,4.3333333333,4.8181818182,4.3333333333,4.4121212121
comfort inn midtown manhattan,343 44th street,new york city,ny,USA,10036,4,122,18,10,4.6666666667,4,4.5,4.7777777778,4.4444444444,4.4777777778
broadway plaza hotel,1155 broadway,new york city,ny,USA,10001,4,132,261,11,4.2153846154,4,3.9615384615,3.7769230769,4.0153846154,3.9938461538
on the ave hotel,2178 broadway,new york city,ny,USA,10024,-1,-1,487,14,3.992248062,3.8217054264,3.7984496124,4.3488372093,3.7286821705,3.9379844961
roger smith hotel,501 lexington avenue,new york city,ny,USA,10017,3,212.5,174,12,3.9852941176,3.75,4.1029411765,4.4338235294,3.9411764706,4.0426470588
washington square hotel,103 waverly place,new york city,ny,USA,10011,3,312.6,231,14,4.0704225352,3.5915492958,3.8450704225,4.6338028169,3.8732394366,4.0028169014
hotel reserve,51 nassau street,new york city,ny,USA,10038,-1,-1,66,12,4.3666666667,3.8,4.05,4.15,4.2833333333,4.13
club quarters downtown,52 william street,new york city,ny,USA,10005,-1,-1,184,8,4.2786885246,3.868852459,3.8032786885,4.0163934426,4.0573770492,4.0049180328
waldorf towers,100 east 50th street,new york city,ny,USA,10022,5,-1,70,13,4.4705882353,4.3921568627,4.2156862745,4.6470588235,3.8823529412,4.3215686275
algonquin hotel,59 w 44th st,new york city,ny,USA,10036,4,175,317,12,4.209039548,3.593220339,3.8983050847,4.5988700565,3.6610169492,3.9920903955
west 57th street by hilton club,102 west 57th street,new york city,ny,USA,10019,4,436,18,13,4.875,4.3125,3.8125,4.875,3.5,4.275
chambers hotel,15 w 56th st,new york city,ny,USA,10019,4,217.2,54,11,4.1923076923,3.8461538462,4,4.8846153846,3.5769230769,4.1
ramada eastside,161 lexington avenue,new york city,ny,USA,10016,3,158.75,213,12,4.1142857143,3.7523809524,3.6476190476,4.2952380952,4.1333333333,3.9885714286
hotel 31,120 east 31 street,new york city,ny,USA,10016,2,112.5,429,13,4.1428571429,3.3593073593,3.670995671,4.5800865801,4.0909090909,3.9688311688
holiday inn express new york city fifth ave,15 west 45th street,new york city,ny,USA,10036,-1,-1,200,11,4.4520547945,3.7465753425,4.1301369863,4.7945205479,3.9931506849,4.2232876712
the marcel at gramercy,201 east 24th street,new york city,ny,USA,10011,3,161,304,10,4.0639534884,3.4476744186,3.6046511628,4,3.476744186,3.7186046512
the standard new york,848 washington street,new york city,ny,USA,10014,4,221,99,11,4.5444444444,4.1444444444,4.1333333333,4.7333333333,4.0888888889,4.3288888889
the mark,25 east 77th street,new york city,ny,USA,10021,5,525,9,13,5,5,5,5,5,5
