,hotel_name,hotel_original_rating,hotel_price,ratings,user_age,user_id,user_ihp,user_wealth
2464,new york marriott east side,3.9762962963,220.0,3.0,5.0,497,469.0,1.2948321712222965
2465,new york marriott east side,3.9762962963,220.0,4.0,5.0,497,469.0,1.2948321712222965
2466,new york marriott east side,3.9762962963,220.0,4.0,5.0,497,469.0,1.2948321712222965
2467,new york marriott east side,3.9762962963,220.0,4.0,5.0,497,469.0,1.2948321712222965
2468,good nite inn san francisco airport,2.9538461538,98.0,4.0,5.0,498,144.0,-0.47388864800018893
2469,mandalay bay resort casino,3.8139534883999997,77.0,3.0,5.0,498,144.0,-0.47388864800018893
2470,new york marriott east side,3.9762962963,220.0,4.0,5.0,499,469.0,0.8863279563113688
2471,new york marriott east side,3.9762962963,220.0,3.0,5.0,499,469.0,0.8863279563113688
2472,gold spike hotel and casino,3.3846153846,50.0,3.0,5.0,500,119.0,-1.029932851537164
2473,hotel st james,3.6924137931,143.75,4.0,5.0,500,119.0,-1.029932851537164
2474,the new yorker hotel,4.1122923587999995,129.0,5.0,5.0,500,119.0,-1.029932851537164
2475,gold spike hotel and casino,3.3846153846,50.0,4.0,5.0,500,119.0,-1.029932851537164
2476,sofitel new york,4.6059800664,203.0,5.0,2.0,501,186.25,0.2521328403065226
2477,new york marriott east side,3.9762962963,220.0,4.0,2.0,501,186.25,0.2521328403065226
2478,union square plaza hotel,3.1519999999999997,124.5,3.0,2.0,501,186.25,0.2521328403065226
2479,habitat corporate suites at presidential towers,3.5333333333,188.5,4.0,2.0,501,186.25,0.2521328403065226
2480,new york marriott east side,3.9762962963,220.0,5.0,2.0,501,186.25,0.2521328403065226
2481,new york marriott east side,3.9762962963,220.0,4.0,2.0,501,186.25,0.2521328403065226
2482,siegel slots and suites,3.4,37.0,3.0,1.0,502,109.225,-0.9981523453803649
2483,courtyard by marriott las vegas summerlin,3.7,84.0,5.0,1.0,502,109.225,-0.9981523453803649
2484,candlewood suites las vegas,3.3714285714,124.0,4.0,1.0,502,109.225,-0.9981523453803649
2485,gold spike hotel and casino,3.3846153846,50.0,3.0,1.0,502,109.225,-0.9981523453803649
2486,hotel burnham a kimpton hotel,4.5346405229,123.0,5.0,1.0,503,109.225,-1.0430060884429442
2487,oasis inn,2.4888888889,157.0,3.0,1.0,503,109.225,-1.0430060884429442
2488,holiday inn express nyc madison square garden,4.1588235294,119.0,4.0,1.0,503,109.225,-1.0430060884429442
2489,the french quarters guest apartments,4.7517241379,187.0,5.0,1.0,503,109.225,-1.0430060884429442
2490,alexis park san francisco,3.75,131.0,4.0,1.0,503,109.225,-1.0430060884429442
2491,hotel del sol,4.2302325581,216.0,4.0,0.0,504,227.6,0.29652183590899267
2492,new york marriott east side,3.9762962963,220.0,5.0,0.0,504,227.6,0.29652183590899267
2493,new york marriott marquis,4.2451827243,220.0,4.0,0.0,504,227.6,0.29652183590899267
2494,new york marriott marquis,4.2451827243,220.0,4.0,0.0,504,227.6,0.29652183590899267
2495,new york marriott marquis,4.2451827243,220.0,4.0,0.0,504,227.6,0.29652183590899267
2496,the embassy hotel,2.1733333333,185.0,2.0,0.0,504,227.6,0.29652183590899267
2497,new york marriott marquis,4.2451827243,220.0,5.0,0.0,504,227.6,0.29652183590899267
2498,new york marriott marquis,4.2451827243,220.0,5.0,0.0,504,227.6,0.29652183590899267
2499,new york marriott marquis,4.2451827243,220.0,5.0,0.0,504,227.6,0.29652183590899267
2500,wall street inn,4.0432432432,218.2,5.0,3.0,505,203.5,-0.16970538195985196
2501,new york marriott marquis,4.2451827243,220.0,5.0,3.0,505,203.5,-0.16970538195985196
2502,new york marriott marquis,4.2451827243,220.0,4.0,2.0,506,286.25,0.44022608233836025
2503,new york marriott marquis,4.2451827243,220.0,4.0,2.0,506,286.25,0.44022608233836025
2504,city suites hotel,4.1185185185,118.0,5.0,5.0,507,119.0,-0.8875480359667747
2505,new york marriott marquis,4.2451827243,220.0,4.0,0.0,508,427.6,1.281807262462214
2506,new york marriott marquis,4.2451827243,220.0,4.0,0.0,508,427.6,1.281807262462214
2507,fairfield inn new york manhattan times square south,4.3391304348,220.0,4.0,0.0,508,427.6,1.281807262462214
2508,majestic hotel,4.2181818182,120.0,4.0,0.0,508,427.6,1.281807262462214
2509,fairfield inn new york manhattan times square south,4.3391304348,220.0,4.0,0.0,508,427.6,1.281807262462214
2510,fairfield inn new york manhattan times square south,4.3391304348,220.0,4.0,0.0,508,427.6,1.281807262462214
2511,fairfield inn new york manhattan times square south,4.3391304348,220.0,4.0,0.0,508,427.6,1.281807262462214
2512,fairfield inn new york manhattan times square south,4.3391304348,220.0,4.0,0.0,508,427.6,1.281807262462214
2513,hyatt place las vegas,3.8967741935,136.0,4.0,5.0,509,169.0,0.19714235280012077
2514,san francisco days inn downtown civic center area,3.3,171.5,4.0,5.0,509,169.0,0.19714235280012077
2515,ramada eastside,3.9885714286000002,158.75,4.0,5.0,509,169.0,0.19714235280012077
2516,fairfield inn new york manhattan times square south,4.3391304348,220.0,4.0,5.0,509,169.0,0.19714235280012077
2517,fairfield inn new york manhattan times square south,4.3391304348,220.0,4.0,5.0,509,169.0,0.19714235280012077
2518,travelodge central san francisco hotel,2.5193548387,117.2,2.0,5.0,509,169.0,0.19714235280012077
2519,chinatown hotel,3.2625,77.0,3.0,5.0,509,169.0,0.19714235280012077
2520,red rock casino resort spa,4.1677419355000005,60.0,5.0,1.0,510,109.225,-1.656342715145355
2521,cancun resort,3.85625,65.0,4.0,1.0,510,109.225,-1.656342715145355
2522,club quarters chicago wacker at michigan,4.0333333333,112.0,5.0,1.0,510,109.225,-1.656342715145355
2523,best western civic center motor inn,3.3954545455000003,172.25,3.0,1.0,510,109.225,-1.656342715145355
2524,polo towers,3.9707317073,67.0,4.0,1.0,510,109.225,-1.656342715145355
2525,hampton inn 35th st empire state building,4.409375,122.0,5.0,1.0,510,109.225,-1.656342715145355
2526,hotel majestic,3.6486486486,192.0,3.0,1.0,510,109.225,-1.656342715145355
2527,holiday inn express hotel and suites las vegas 215 beltway,4.6461538462,115.0,5.0,2.0,511,136.25,-1.3731037787072902
2528,the dakota hotel,3.2714285714,149.0,4.0,2.0,511,136.25,-1.3731037787072902
2529,the inn at union square,4.6315217391,219.0,5.0,3.0,512,203.5,-0.21842607180662935
2530,fairfield inn new york manhattan times square south,4.3391304348,220.0,5.0,3.0,512,203.5,-0.21842607180662935
2531,the french quarters guest apartments,4.7517241379,187.0,5.0,3.0,512,203.5,-0.21842607180662935
2532,fairfield inn new york manhattan times square south,4.3391304348,220.0,4.0,1.0,513,459.225,1.9579528628341099
2533,hotel north beach,3.6,126.0,3.0,1.0,513,459.225,1.9579528628341099
2534,doubletree metropolitan hotel,3.722923588,133.0,5.0,1.0,514,109.225,-1.0176241944130182
2535,rio suite hotel and casino,3.5056478405,88.0,4.0,1.0,514,109.225,-1.0176241944130182
2536,jw marriott las vegas resort spa golf,4.3893617020999995,106.0,5.0,1.0,514,109.225,-1.0176241944130182
2537,days inn chicago,4.2103896104,93.0,5.0,1.0,514,109.225,-1.0176241944130182
2538,taylor hotel,2.6,152.33,3.0,1.0,514,109.225,-1.0176241944130182
2539,palwaukee inn conference center,2.68,95.0,3.0,1.0,514,109.225,-1.0176241944130182
2540,fitzpatrick manhattan,4.2957746479,188.0,4.0,1.0,514,109.225,-1.0176241944130182
2541,fairfield inn new york manhattan times square south,4.3391304348,220.0,4.0,2.0,515,486.25,1.33008410987989
2542,fairfield inn new york manhattan times square south,4.3391304348,220.0,4.0,2.0,515,486.25,1.33008410987989
2543,fairfield inn new york manhattan times square south,4.3391304348,220.0,4.0,2.0,515,486.25,1.33008410987989
2544,fairfield inn new york manhattan times square south,4.3391304348,220.0,4.0,0.0,516,427.6,0.8908851731305779
2545,fairfield inn new york manhattan times square south,4.3391304348,220.0,4.0,0.0,516,427.6,0.8908851731305779
2546,the inn at union square,4.6315217391,219.0,4.0,0.0,516,427.6,0.8908851731305779
2547,the inn at union square,4.6315217391,219.0,4.0,0.0,516,427.6,0.8908851731305779
2548,the inn at union square,4.6315217391,219.0,5.0,0.0,516,427.6,0.8908851731305779
2549,the inn at union square,4.6315217391,219.0,5.0,0.0,516,427.6,0.8908851731305779
2550,the inn at union square,4.6315217391,219.0,5.0,0.0,516,427.6,0.8908851731305779
2551,the inn at union square,4.6315217391,219.0,4.0,0.0,516,427.6,0.8908851731305779
2552,courtyard new york manhattan fifth avenue,4.06,155.0,5.0,1.0,517,134.225,-0.6017647567916851
2553,the inn at union square,4.6315217391,219.0,5.0,2.0,518,486.25,1.1100949661246788
2554,wall street inn,4.0432432432,218.2,3.0,2.0,518,486.25,1.1100949661246788
2555,wall street inn,4.0432432432,218.2,4.0,2.0,518,486.25,1.1100949661246788
2556,wall street inn,4.0432432432,218.2,4.0,2.0,518,486.25,1.1100949661246788
2557,wall street inn,4.0432432432,218.2,4.0,2.0,518,486.25,1.1100949661246788
2558,wall street inn,4.0432432432,218.2,4.0,2.0,519,286.25,0.3357359254546496
2559,wall street inn,4.0432432432,218.2,4.0,2.0,519,286.25,0.3357359254546496
2560,wall street inn,4.0432432432,218.2,4.0,2.0,519,286.25,0.3357359254546496
2561,414 hotel,4.1780487805,218.0,4.0,2.0,519,286.25,0.3357359254546496
2562,414 hotel,4.1780487805,218.0,4.0,2.0,519,286.25,0.3357359254546496
2563,414 hotel,4.1780487805,218.0,4.0,2.0,519,286.25,0.3357359254546496
2564,414 hotel,4.1780487805,218.0,4.0,2.0,519,286.25,0.3357359254546496
2565,414 hotel,4.1780487805,218.0,4.0,2.0,519,286.25,0.3357359254546496
2566,chambers hotel,4.1,217.2,4.0,2.0,519,286.25,0.3357359254546496
2567,414 hotel,4.1780487805,218.0,4.0,3.0,520,178.5,-0.5233252524512784
2568,ruby room,4.1076923077,153.0,5.0,3.0,520,178.5,-0.5233252524512784
2569,polo towers,3.9707317073,67.0,3.0,3.0,520,178.5,-0.5233252524512784
2570,the premier,4.5,160.8,5.0,3.0,520,178.5,-0.5233252524512784
2571,414 hotel,4.1780487805,218.0,5.0,4.0,521,184.25,-0.6036563797111184
2572,414 hotel,4.1780487805,218.0,4.0,4.0,521,184.25,-0.6036563797111184
2573,hilton garden inn chicago downtown magnificent mile,4.2586466165,145.0,5.0,4.0,521,184.25,-0.6036563797111184
2574,414 hotel,4.1780487805,218.0,4.0,5.0,522,269.0,0.5805769227867509
2575,414 hotel,4.1780487805,218.0,4.0,5.0,522,269.0,0.5805769227867509
2576,hotel milano,3.7882352941,218.0,4.0,5.0,522,269.0,0.5805769227867509
2577,hotel milano,3.7882352941,218.0,5.0,1.0,523,259.225,0.4713096519180734
2578,hotel milano,3.7882352941,218.0,4.0,1.0,523,259.225,0.4713096519180734
2579,hotel milano,3.7882352941,218.0,4.0,1.0,523,259.225,0.4713096519180734
2580,hotel milano,3.7882352941,218.0,4.0,1.0,523,259.225,0.4713096519180734
2581,hotel milano,3.7882352941,218.0,4.0,1.0,523,259.225,0.4713096519180734
2582,springhill suites chicago downtown river north,4.5594594595,130.0,5.0,1.0,524,159.225,0.16448404114155307
2583,layne hotel,3.8214285714,149.0,4.0,1.0,524,159.225,0.16448404114155307
2584,thehotel at mandalay bay,4.0205980066,121.0,5.0,1.0,524,159.225,0.16448404114155307
2585,layne hotel,3.8214285714,149.0,4.0,1.0,524,159.225,0.16448404114155307
2586,wolcott hotel,3.797044335,215.0,3.0,4.0,525,309.25,0.2847406478927957
2587,hotel milano,3.7882352941,218.0,4.0,4.0,525,309.25,0.2847406478927957
2588,dana hotel spa,4.4552380951999995,134.0,4.0,5.0,526,269.0,0.47664488063435545
2589,hotel milano,3.7882352941,218.0,4.0,5.0,526,269.0,0.47664488063435545
2590,grosvenor suites,4.1447761194,135.0,4.0,5.0,526,269.0,0.47664488063435545
2591,hotel milano,3.7882352941,218.0,4.0,5.0,526,269.0,0.47664488063435545
2592,hotel milano,3.7882352941,218.0,4.0,5.0,526,269.0,0.47664488063435545
2593,hotel milano,3.7882352941,218.0,3.0,5.0,526,269.0,0.47664488063435545
2594,chambers hotel,4.1,217.2,4.0,5.0,527,269.0,0.40187598011467784
2595,chambers hotel,4.1,217.2,4.0,5.0,527,269.0,0.40187598011467784
2596,ramada inn lake shore chicago,3.125,101.6,2.0,5.0,527,269.0,0.40187598011467784
2597,chambers hotel,4.1,217.2,4.0,5.0,527,269.0,0.40187598011467784
2598,chambers hotel,4.1,217.2,4.0,5.0,527,269.0,0.40187598011467784
2599,chambers hotel,4.1,217.2,4.0,5.0,527,269.0,0.40187598011467784
2600,thewit hotel,4.4327272727,186.0,5.0,2.0,528,136.25,-1.225978919489791
2601,habitat corporate suites at presidential towers,3.5333333333,188.5,3.0,2.0,528,136.25,-1.225978919489791
2602,beach motel,1.64,139.0,2.0,2.0,528,136.25,-1.225978919489791
2603,chambers hotel,4.1,217.2,4.0,2.0,529,286.25,0.29800652135660044
2604,chambers hotel,4.1,217.2,4.0,2.0,529,286.25,0.29800652135660044
2605,best western americania,3.6162790698,217.0,4.0,2.0,529,286.25,0.29800652135660044
2606,stanyan park hotel,3.6909090908999995,202.0,4.0,2.0,529,286.25,0.29800652135660044
2607,best western americania,3.6162790698,217.0,3.0,2.0,529,286.25,0.29800652135660044
2608,best western americania,3.6162790698,217.0,4.0,2.0,530,186.25,-0.2252828517861648
2609,royalton hotel new york city,4.2985294118,170.0,5.0,2.0,530,186.25,-0.2252828517861648
2610,best western americania,3.6162790698,217.0,4.0,2.0,530,186.25,-0.2252828517861648
2611,affinia chicago,4.6243346008,116.0,4.0,2.0,530,186.25,-0.2252828517861648
2612,eurostars wall street,4.1,164.5,5.0,2.0,530,186.25,-0.2252828517861648
2613,best western americania,3.6162790698,217.0,4.0,2.0,530,186.25,-0.2252828517861648
2614,best western americania,3.6162790698,217.0,4.0,3.0,531,203.5,0.08453703694899795
2615,best western americania,3.6162790698,217.0,4.0,3.0,531,203.5,0.08453703694899795
2616,the blakely new york,4.5424657534,215.0,4.0,1.0,532,134.225,-0.6434227056828143
2617,hotel sax chicago,4.1482142857,105.0,5.0,1.0,532,134.225,-0.6434227056828143
2618,amalfi hotel chicago,4.4524064171,158.0,5.0,1.0,532,134.225,-0.6434227056828143
2619,roger williams hotel,4.2132450331,169.0,4.0,1.0,532,134.225,-0.6434227056828143
2620,hotel 373,4.2295081967,128.0,4.0,1.0,532,134.225,-0.6434227056828143
2621,alexis park san francisco,3.75,131.0,5.0,1.0,532,134.225,-0.6434227056828143
2622,duane street hotel,4.0,143.0,4.0,1.0,532,134.225,-0.6434227056828143
2623,duane street hotel,4.0,143.0,4.0,1.0,532,134.225,-0.6434227056828143
2624,hotel carlton a joie de vivre hotel,4.3382059801,217.0,5.0,1.0,533,259.225,0.2918486437589196
2625,hotel carlton a joie de vivre hotel,4.3382059801,217.0,5.0,1.0,533,259.225,0.2918486437589196
2626,the hampton inn times square north,4.5641196013,141.0,5.0,1.0,533,259.225,0.2918486437589196
2627,hotel carlton a joie de vivre hotel,4.3382059801,217.0,5.0,1.0,533,259.225,0.2918486437589196
2628,the helmsley park lane,3.8,174.25,4.0,1.0,533,259.225,0.2918486437589196
2629,buckingham athletic club,4.090909090899999,209.0,4.0,2.0,534,136.25,-0.9842001734604013
2630,super 8 chicago o hare south,2.1125,63.0,2.0,2.0,534,136.25,-0.9842001734604013
2631,hotel carlton a joie de vivre hotel,4.3382059801,217.0,4.0,2.0,534,136.25,-0.9842001734604013
2632,hotel carlton a joie de vivre hotel,4.3382059801,217.0,4.0,2.0,534,136.25,-0.9842001734604013
2633,good nite inn san francisco airport,2.9538461538,98.0,3.0,2.0,534,136.25,-0.9842001734604013
2634,hotel east houston,4.0516129032,163.75,4.0,2.0,534,136.25,-0.9842001734604013
2635,hotel diva,4.2096774194,162.0,4.0,2.0,534,136.25,-0.9842001734604013
2636,hotel carlton a joie de vivre hotel,4.3382059801,217.0,5.0,3.0,535,303.5,0.5396528552982447
2637,hotel carlton a joie de vivre hotel,4.3382059801,217.0,4.0,3.0,535,303.5,0.5396528552982447
2638,hotel carlton a joie de vivre hotel,4.3382059801,217.0,4.0,3.0,535,303.5,0.5396528552982447
2639,conrad chicago,4.4804123711,217.0,4.0,3.0,535,303.5,0.5396528552982447
2640,conrad chicago,4.4804123711,217.0,5.0,1.0,536,159.225,0.10041552948151276
2641,conrad chicago,4.4804123711,217.0,4.0,1.0,536,159.225,0.10041552948151276
2642,jockey club,3.9531914894,96.75,4.0,1.0,536,159.225,0.10041552948151276
2643,conrad chicago,4.4804123711,217.0,5.0,5.0,537,169.0,0.01375001472953432
2644,heart o chicago motel,3.7259259259,93.0,3.0,5.0,537,169.0,0.01375001472953432
2645,broadway plaza hotel,3.9938461538,132.0,5.0,5.0,537,169.0,0.01375001472953432
2646,amalfi hotel chicago,4.4524064171,158.0,5.0,5.0,537,169.0,0.01375001472953432
2647,roger smith hotel,4.0426470588,212.5,4.0,5.0,537,169.0,0.01375001472953432
2648,wellington hotel,3.7940199336,170.75,5.0,5.0,537,169.0,0.01375001472953432
2649,club quarters san francisco,3.9304347826,153.0,4.0,3.0,538,153.5,-0.9421682251273145
2650,hampton inn manhattan times square south,4.016,139.0,4.0,3.0,538,153.5,-0.9421682251273145
2651,conrad chicago,4.4804123711,217.0,5.0,3.0,538,153.5,-0.9421682251273145
2652,conrad chicago,4.4804123711,217.0,5.0,1.0,539,259.225,0.2909934680497395
2653,conrad chicago,4.4804123711,217.0,5.0,1.0,539,259.225,0.2909934680497395
2654,conrad chicago,4.4804123711,217.0,5.0,1.0,539,259.225,0.2909934680497395
2655,conrad chicago,4.4804123711,217.0,5.0,1.0,539,259.225,0.2909934680497395
2656,best western americania,3.6162790698,217.0,4.0,1.0,539,259.225,0.2909934680497395
2657,allerton hotel,3.6802139037,112.0,5.0,1.0,540,134.225,-0.8206418020469216
2658,jockey club,3.9531914894,96.75,4.0,1.0,540,134.225,-0.8206418020469216
2659,doubletree metropolitan hotel,3.722923588,133.0,5.0,1.0,540,134.225,-0.8206418020469216
2660,ramada inn lake shore chicago,3.125,101.6,3.0,1.0,540,134.225,-0.8206418020469216
2661,hotel beresford,3.4836363636,153.0,4.0,1.0,540,134.225,-0.8206418020469216
2662,millenium hilton,4.2830564784,194.5,4.0,1.0,540,134.225,-0.8206418020469216
2663,presidio inn suites,2.6588235293999998,178.0,4.0,1.0,540,134.225,-0.8206418020469216
2664,best western americania,3.6162790698,217.0,4.0,1.0,540,134.225,-0.8206418020469216
2665,polo towers,3.9707317073,67.0,4.0,1.0,540,134.225,-0.8206418020469216
2666,fairmont chicago millennium park,4.2073170732,177.0,4.0,0.0,541,227.6,0.6300515635868006
2667,best western americania,3.6162790698,217.0,4.0,0.0,541,227.6,0.6300515635868006
2668,best western americania,3.6162790698,217.0,4.0,0.0,541,227.6,0.6300515635868006
2669,the hotel tropicana,3.4,139.0,3.0,0.0,541,227.6,0.6300515635868006
2670,laurel inn,4.2473684211,217.0,5.0,0.0,541,227.6,0.6300515635868006
2671,laurel inn,4.2473684211,217.0,5.0,0.0,541,227.6,0.6300515635868006
2672,laurel inn,4.2473684211,217.0,4.0,0.0,541,227.6,0.6300515635868006
2673,laurel inn,4.2473684211,217.0,5.0,0.0,541,227.6,0.6300515635868006
2674,laurel inn,4.2473684211,217.0,5.0,0.0,541,227.6,0.6300515635868006
2675,duane street hotel,4.0,143.0,4.0,2.0,542,136.25,-1.3276348462355585
2676,the premier,4.5,160.8,5.0,2.0,542,136.25,-1.3276348462355585
2677,la quinta inn and suites tropicana,3.3818181818,89.0,4.0,2.0,543,136.25,-1.3097351008584226
2678,laurel inn,4.2473684211,217.0,4.0,1.0,544,159.225,-0.012004149933720842
2679,laurel inn,4.2473684211,217.0,4.0,1.0,544,159.225,-0.012004149933720842
2680,argonaut hotel a kimpton hotel,4.546179402,212.0,5.0,1.0,544,159.225,-0.012004149933720842
2681,fairmont chicago millennium park,4.2073170732,177.0,5.0,1.0,544,159.225,-0.012004149933720842
2682,nob hill hotel,2.7024390244,206.0,4.0,1.0,544,159.225,-0.012004149933720842
2683,beach motel,1.64,139.0,2.0,1.0,544,159.225,-0.012004149933720842
2684,holiday inn san francisco fishermans wharf,3.9910447761000003,168.0,4.0,1.0,544,159.225,-0.012004149933720842
2685,laurel inn,4.2473684211,217.0,4.0,0.0,545,227.6,0.7484808513890637
2686,hotel 373,4.2295081967,128.0,4.0,3.0,546,178.5,-0.44576746434866904
2687,encore at wynn las vegas,4.1408637874,216.0,5.0,1.0,547,259.225,0.44659163762682097
2688,encore at wynn las vegas,4.1408637874,216.0,5.0,1.0,547,259.225,0.44659163762682097
2689,encore at wynn las vegas,4.1408637874,216.0,4.0,1.0,547,259.225,0.44659163762682097
2690,encore at wynn las vegas,4.1408637874,216.0,5.0,1.0,547,259.225,0.44659163762682097
2691,encore at wynn las vegas,4.1408637874,216.0,5.0,1.0,547,259.225,0.44659163762682097
2692,encore at wynn las vegas,4.1408637874,216.0,5.0,1.0,548,259.225,0.6607030126421125
2693,encore at wynn las vegas,4.1408637874,216.0,4.0,1.0,549,459.225,0.992572308959241
2694,hotel del sol,4.2302325581,216.0,4.0,1.0,549,459.225,0.992572308959241
2695,hotel del sol,4.2302325581,216.0,4.0,1.0,549,459.225,0.992572308959241
2696,hotel 31,3.9688311688,112.5,5.0,4.0,550,159.25,-1.0281898394870466
2697,70 park avenue hotel a kimpton hotel,4.1675392669999995,179.0,5.0,4.0,550,159.25,-1.0281898394870466
2698,tahiti village,3.990960452,99.0,4.0,5.0,551,169.0,-0.02719308509923144
2699,hotel on rivington,3.9832061069,168.0,5.0,5.0,551,169.0,-0.02719308509923144
2700,hotel del sol,4.2302325581,216.0,4.0,5.0,551,169.0,-0.02719308509923144
2701,phoenix hotel,4.0827586207,209.0,5.0,5.0,551,169.0,-0.02719308509923144
2702,the benjamin,4.3183098592,206.2,5.0,5.0,551,169.0,-0.02719308509923144
2703,golden nugget,4.0996677741,48.0,4.0,5.0,551,169.0,-0.02719308509923144
2704,econo lodge,2.6166666667,120.0,3.0,5.0,551,169.0,-0.02719308509923144
2705,hotel del sol,4.2302325581,216.0,4.0,5.0,551,169.0,-0.02719308509923144
2706,duane street hotel,4.0,143.0,4.0,5.0,551,169.0,-0.02719308509923144
2707,the roosevelt hotel,3.6571428570999998,181.25,3.0,0.0,552,127.6,-0.22253193077836061
2708,hotel metropolis,3.6707692308,196.0,3.0,0.0,552,127.6,-0.22253193077836061
2709,extended stayamerica las vegas valley view,2.7428571429,84.0,3.0,5.0,553,119.0,-0.8987716539617423
2710,pontiac hotel,2.36,134.2,3.0,5.0,553,119.0,-0.8987716539617423
2711,the orchard hotel,4.5887043189,204.0,4.0,5.0,553,119.0,-0.8987716539617423
2712,comfort inn,3.76,81.25,4.0,5.0,553,119.0,-0.8987716539617423
2713,mithila,2.2787878787999998,92.0,3.0,5.0,553,119.0,-0.8987716539617423
2714,signature at mgm grand,4.511627907,94.0,5.0,5.0,553,119.0,-0.8987716539617423
2715,hotel del sol,4.2302325581,216.0,4.0,3.0,554,203.5,-0.07885114302758857
2716,hilton garden inn chicago downtown magnificent mile,4.2586466165,145.0,5.0,3.0,554,203.5,-0.07885114302758857
2717,nob hill hotel,2.7024390244,206.0,3.0,3.0,554,203.5,-0.07885114302758857
2718,hotel del sol,4.2302325581,216.0,4.0,3.0,554,203.5,-0.07885114302758857
2719,rio suite hotel and casino,3.5056478405,88.0,4.0,3.0,554,203.5,-0.07885114302758857
2720,seafarers international house,3.9052631579000003,120.5,3.0,3.0,554,203.5,-0.07885114302758857
2721,the queen anne hotel,4.1694915254,199.0,5.0,3.0,554,203.5,-0.07885114302758857
2722,hotel del sol,4.2302325581,216.0,4.0,3.0,554,203.5,-0.07885114302758857
2723,hotel cass holiday inn express,3.9015873016000002,119.0,5.0,1.0,555,109.225,-0.8865532930351788
2724,best western civic center motor inn,3.3954545455000003,172.25,3.0,1.0,555,109.225,-0.8865532930351788
2725,the palmer house hilton,3.8697674419,123.0,5.0,1.0,555,109.225,-0.8865532930351788
2726,roger williams hotel,4.2132450331,169.0,4.0,1.0,555,109.225,-0.8865532930351788
2727,orchard garden hotel,4.5825095057,188.0,4.0,1.0,555,109.225,-0.8865532930351788
2728,best western nellis motor inn,2.7428571429,84.0,3.0,1.0,555,109.225,-0.8865532930351788
2729,king george hotel,3.7919191919,185.0,5.0,4.0,556,184.25,-0.6247537243884314
2730,thehotel at mandalay bay,4.0205980066,121.0,4.0,4.0,556,184.25,-0.6247537243884314
2731,the hotel 91,3.8101694915,180.5,4.0,4.0,556,184.25,-0.6247537243884314
2732,empire hotel,3.6776859504000003,135.0,4.0,4.0,556,184.25,-0.6247537243884314
2733,wolcott hotel,3.797044335,215.0,5.0,4.0,556,184.25,-0.6247537243884314
2734,the roosevelt hotel,3.6571428570999998,181.25,4.0,4.0,556,184.25,-0.6247537243884314
2735,wolcott hotel,3.797044335,215.0,5.0,4.0,556,184.25,-0.6247537243884314
2736,hotel 71,4.1,165.0,5.0,4.0,556,184.25,-0.6247537243884314
2737,the hotel tropicana,3.4,139.0,4.0,4.0,556,184.25,-0.6247537243884314
2738,holiday inn express chicago midway airport,3.78,162.0,5.0,1.0,557,159.225,0.0828495741594583
2739,beresford arms,3.9391304348,175.0,4.0,1.0,557,159.225,0.0828495741594583
2740,wolcott hotel,3.797044335,215.0,4.0,1.0,557,159.225,0.0828495741594583
2741,extended stayamerica las vegas valley view,2.7428571429,84.0,3.0,5.0,558,169.0,-0.15706093833460327
2742,hotel north beach,3.6,126.0,4.0,5.0,558,169.0,-0.15706093833460327
2743,the blakely new york,4.5424657534,215.0,5.0,5.0,558,169.0,-0.15706093833460327
2744,the hotel 91,3.8101694915,180.5,4.0,4.0,559,184.25,-0.7122398070089853
2745,the blakely new york,4.5424657534,215.0,5.0,4.0,559,184.25,-0.7122398070089853
2746,the blakely new york,4.5424657534,215.0,5.0,4.0,559,184.25,-0.7122398070089853
2747,the blakely new york,4.5424657534,215.0,5.0,4.0,559,184.25,-0.7122398070089853
2748,grosvenor suites,4.1447761194,135.0,5.0,4.0,559,184.25,-0.7122398070089853
2749,w new york the tuscany,3.9857142857,107.0,3.0,4.0,559,184.25,-0.7122398070089853
2750,the blakely new york,4.5424657534,215.0,5.0,4.0,559,184.25,-0.7122398070089853
2751,the blakely new york,4.5424657534,215.0,5.0,4.0,559,184.25,-0.7122398070089853
2752,the blakely new york,4.5424657534,215.0,5.0,4.0,559,184.25,-0.7122398070089853
2753,duane street hotel,4.0,143.0,4.0,5.0,560,269.0,0.3340762081301568
2754,the blakely new york,4.5424657534,215.0,5.0,5.0,560,269.0,0.3340762081301568
2755,cosmopolitan hotel tribeca,4.1,151.0,4.0,5.0,560,269.0,0.3340762081301568
2756,roger smith hotel,4.0426470588,212.5,4.0,5.0,560,269.0,0.3340762081301568
2757,algonquin hotel,3.9920903955,175.0,4.0,0.0,561,227.6,0.764633726312191
2758,roger smith hotel,4.0426470588,212.5,4.0,3.0,562,503.5,0.9976432208923868
2759,roger smith hotel,4.0426470588,212.5,4.0,3.0,562,503.5,0.9976432208923868
2760,roger smith hotel,4.0426470588,212.5,3.0,3.0,562,503.5,0.9976432208923868
2761,the muse hotel new york a kimpton hotel,4.3630630631,212.0,5.0,3.0,562,503.5,0.9976432208923868
2762,the muse hotel new york a kimpton hotel,4.3630630631,212.0,4.0,3.0,562,503.5,0.9976432208923868
2763,the muse hotel new york a kimpton hotel,4.3630630631,212.0,4.0,3.0,562,503.5,0.9976432208923868
2764,the muse hotel new york a kimpton hotel,4.3630630631,212.0,4.0,3.0,562,503.5,0.9976432208923868
2765,the muse hotel new york a kimpton hotel,4.3630630631,212.0,4.0,1.0,563,459.225,2.181552311633617
